,leiden_subclusters,labels
8430,2,CD8 T cells
8431,28,pDCs
8432,"24,0",B-CD8 T cell doublets
8433,0,CD4 T cells
8434,7,Mature B cells
8435,0,CD4 T cells
8436,"10,1",ICOS-high Tregs
8437,"24,0",B-CD8 T cell doublets
8438,0,CD4 T cells
8439,3,Transitional B cells
8440,25,B-CD4 T cell doublets
8441,2,CD8 T cells
8442,1,Mature B cells
8443,18,Ifit3-high CD8 T cells
8444,6,CD122+ CD8 T cells
8445,0,CD4 T cells
8446,0,CD4 T cells
8447,4,Mature B cells
8448,3,Transitional B cells
8449,13,B1 B cells
8450,0,CD4 T cells
8451,4,Mature B cells
8452,1,Mature B cells
8453,1,Mature B cells
8454,0,CD4 T cells
8455,17,Low quality B cells
8456,8,Ifit3-high B cells
8457,"16,1",MZ/Marco-high macrophages
8458,4,Mature B cells
8459,4,Mature B cells
8460,2,CD8 T cells
8461,1,Mature B cells
8462,0,CD4 T cells
8463,0,CD4 T cells
8464,1,Mature B cells
8465,3,Transitional B cells
8466,0,CD4 T cells
8467,5,Mature B cells
8468,1,Mature B cells
8469,6,CD122+ CD8 T cells
8470,5,Mature B cells
8471,1,Mature B cells
8472,"10,0",Tregs
8473,7,Mature B cells
8474,"12,0",NKT cells
8475,1,Mature B cells
8476,1,Mature B cells
8477,21,B doublets
8478,3,Transitional B cells
8479,14,Ifit3-high CD4 T cells
8480,3,Transitional B cells
8481,3,Transitional B cells
8482,5,Mature B cells
8483,4,Mature B cells
8484,2,CD8 T cells
8485,6,CD122+ CD8 T cells
8486,1,Mature B cells
8487,5,Mature B cells
8488,0,CD4 T cells
8489,18,Ifit3-high CD8 T cells
8490,2,CD8 T cells
8491,4,Mature B cells
8492,5,Mature B cells
8493,6,CD122+ CD8 T cells
8494,0,CD4 T cells
8495,5,Mature B cells
8496,0,CD4 T cells
8497,8,Ifit3-high B cells
8498,6,CD122+ CD8 T cells
8499,"12,1",NK cells
8500,7,Mature B cells
8501,4,Mature B cells
8502,9,Mature B cells
8503,1,Mature B cells
8504,1,Mature B cells
8505,4,Mature B cells
8506,3,Transitional B cells
8507,2,CD8 T cells
8508,11,MZ B cells
8509,1,Mature B cells
8510,4,Mature B cells
8511,2,CD8 T cells
8512,4,Mature B cells
8513,"10,1",ICOS-high Tregs
8514,14,Ifit3-high CD4 T cells
8515,"10,0",Tregs
8516,"10,0",Tregs
8517,0,CD4 T cells
8518,1,Mature B cells
8519,6,CD122+ CD8 T cells
8520,6,CD122+ CD8 T cells
8521,1,Mature B cells
8522,19,Cycling B/T cells
8523,6,CD122+ CD8 T cells
8524,0,CD4 T cells
8525,1,Mature B cells
8526,14,Ifit3-high CD4 T cells
8527,3,Transitional B cells
8528,0,CD4 T cells
8529,14,Ifit3-high CD4 T cells
8530,1,Mature B cells
8531,3,Transitional B cells
8532,6,CD122+ CD8 T cells
8533,"10,0",Tregs
8534,8,Ifit3-high B cells
8535,2,CD8 T cells
8536,4,Mature B cells
8537,4,Mature B cells
8538,3,Transitional B cells
8539,0,CD4 T cells
8540,0,CD4 T cells
8541,1,Mature B cells
8542,13,B1 B cells
8543,0,CD4 T cells
8544,27,Activated CD4 T cells
8545,4,Mature B cells
8546,"16,1",MZ/Marco-high macrophages
8547,6,CD122+ CD8 T cells
8548,19,Cycling B/T cells
8549,0,CD4 T cells
8550,1,Mature B cells
8551,3,Transitional B cells
8552,4,Mature B cells
8553,1,Mature B cells
8554,"12,0",NKT cells
8555,1,Mature B cells
8556,7,Mature B cells
8557,1,Mature B cells
8558,23,T doublets
8559,1,Mature B cells
8560,4,Mature B cells
8561,8,Ifit3-high B cells
8562,3,Transitional B cells
8563,8,Ifit3-high B cells
8564,"10,1",ICOS-high Tregs
8565,18,Ifit3-high CD8 T cells
8566,14,Ifit3-high CD4 T cells
8567,22,GD T cells
8568,1,Mature B cells
8569,0,CD4 T cells
8570,6,CD122+ CD8 T cells
8571,0,CD4 T cells
8572,1,Mature B cells
8573,5,Mature B cells
8574,14,Ifit3-high CD4 T cells
8575,3,Transitional B cells
8576,1,Mature B cells
8577,0,CD4 T cells
8578,"15,2",Migratory DCs
8579,19,Cycling B/T cells
8580,3,Transitional B cells
8581,7,Mature B cells
8582,2,CD8 T cells
8583,3,Transitional B cells
8584,1,Mature B cells
8585,0,CD4 T cells
8586,0,CD4 T cells
8587,3,Transitional B cells
8588,1,Mature B cells
8589,1,Mature B cells
8590,"16,2",Red-pulp macrophages
8591,0,CD4 T cells
8592,1,Mature B cells
8593,7,Mature B cells
8594,0,CD4 T cells
8595,3,Transitional B cells
8596,0,CD4 T cells
8597,"15,1",cDC1s
8598,"16,1",MZ/Marco-high macrophages
8599,0,CD4 T cells
8600,4,Mature B cells
8601,5,Mature B cells
8602,4,Mature B cells
8603,11,MZ B cells
8604,3,Transitional B cells
8605,2,CD8 T cells
8606,5,Mature B cells
8607,"15,0",cDC2s
8608,18,Ifit3-high CD8 T cells
8609,13,B1 B cells
8610,8,Ifit3-high B cells
8611,"16,1",MZ/Marco-high macrophages
8612,25,B-CD4 T cell doublets
8613,0,CD4 T cells
8614,"12,1",NK cells
8615,3,Transitional B cells
8616,"10,0",Tregs
8617,8,Ifit3-high B cells
8618,"10,1",ICOS-high Tregs
8619,3,Transitional B cells
8620,0,CD4 T cells
8621,3,Transitional B cells
8622,2,CD8 T cells
8623,7,Mature B cells
8624,7,Mature B cells
8625,1,Mature B cells
8626,0,CD4 T cells
8627,14,Ifit3-high CD4 T cells
8628,2,CD8 T cells
8629,"12,0",NKT cells
8630,2,CD8 T cells
8631,1,Mature B cells
8632,"16,0",B-macrophage doublets
8633,3,Transitional B cells
8634,"15,0",cDC2s
8635,4,Mature B cells
8636,0,CD4 T cells
8637,3,Transitional B cells
8638,1,Mature B cells
8639,0,CD4 T cells
8640,6,CD122+ CD8 T cells
8641,"12,1",NK cells
8642,3,Transitional B cells
8643,"10,0",Tregs
8644,21,B doublets
8645,"16,1",MZ/Marco-high macrophages
8646,6,CD122+ CD8 T cells
8647,27,Activated CD4 T cells
8648,"10,1",ICOS-high Tregs
8649,0,CD4 T cells
8650,1,Mature B cells
8651,5,Mature B cells
8652,3,Transitional B cells
8653,17,Low quality B cells
8654,9,Mature B cells
8655,6,CD122+ CD8 T cells
8656,5,Mature B cells
8657,0,CD4 T cells
8658,2,CD8 T cells
8659,23,T doublets
8660,7,Mature B cells
8661,3,Transitional B cells
8662,14,Ifit3-high CD4 T cells
8663,6,CD122+ CD8 T cells
8664,4,Mature B cells
8665,1,Mature B cells
8666,25,B-CD4 T cell doublets
8667,9,Mature B cells
8668,8,Ifit3-high B cells
8669,25,B-CD4 T cell doublets
8670,0,CD4 T cells
8671,"10,0",Tregs
8672,9,Mature B cells
8673,7,Mature B cells
8674,"15,1",cDC1s
8675,9,Mature B cells
8676,11,MZ B cells
8677,8,Ifit3-high B cells
8678,4,Mature B cells
8679,2,CD8 T cells
8680,7,Mature B cells
8681,7,Mature B cells
8682,1,Mature B cells
8683,9,Mature B cells
8684,19,Cycling B/T cells
8685,4,Mature B cells
8686,14,Ifit3-high CD4 T cells
8687,"20,1",Ly6-low monocytes
8688,0,CD4 T cells
8689,2,CD8 T cells
8690,0,CD4 T cells
8691,6,CD122+ CD8 T cells
8692,"20,0",Ly6-high monocytes
8693,3,Transitional B cells
8694,2,CD8 T cells
8695,19,Cycling B/T cells
8696,1,Mature B cells
8697,1,Mature B cells
8698,5,Mature B cells
8699,3,Transitional B cells
8700,26,Neutrophils
8701,8,Ifit3-high B cells
8702,"15,1",cDC1s
8703,0,CD4 T cells
8704,1,Mature B cells
8705,14,Ifit3-high CD4 T cells
8706,9,Mature B cells
8707,"16,2",Red-pulp macrophages
8708,6,CD122+ CD8 T cells
8709,"12,0",NKT cells
8710,"10,0",Tregs
8711,"12,0",NKT cells
8712,1,Mature B cells
8713,11,MZ B cells
8714,23,T doublets
8715,0,CD4 T cells
8716,5,Mature B cells
8717,6,CD122+ CD8 T cells
8718,2,CD8 T cells
8719,13,B1 B cells
8720,4,Mature B cells
8721,3,Transitional B cells
8722,6,CD122+ CD8 T cells
8723,5,Mature B cells
8724,"16,0",B-macrophage doublets
8725,6,CD122+ CD8 T cells
8726,1,Mature B cells
8727,1,Mature B cells
8728,"15,0",cDC2s
8729,"10,0",Tregs
8730,0,CD4 T cells
8731,28,pDCs
8732,4,Mature B cells
8733,21,B doublets
8734,13,B1 B cells
8735,0,CD4 T cells
8736,1,Mature B cells
8737,28,pDCs
8738,9,Mature B cells
8739,5,Mature B cells
8740,13,B1 B cells
8741,21,B doublets
8742,7,Mature B cells
8743,0,CD4 T cells
8744,9,Mature B cells
8745,3,Transitional B cells
8746,"10,0",Tregs
8747,3,Transitional B cells
8748,9,Mature B cells
8749,1,Mature B cells
8750,13,B1 B cells
8751,0,CD4 T cells
8752,18,Ifit3-high CD8 T cells
8753,1,Mature B cells
8754,14,Ifit3-high CD4 T cells
8755,13,B1 B cells
8756,4,Mature B cells
8757,11,MZ B cells
8758,0,CD4 T cells
8759,0,CD4 T cells
8760,11,MZ B cells
8761,9,Mature B cells
8762,3,Transitional B cells
8763,0,CD4 T cells
8764,0,CD4 T cells
8765,6,CD122+ CD8 T cells
8766,7,Mature B cells
8767,5,Mature B cells
8768,"20,0",Ly6-high monocytes
8769,8,Ifit3-high B cells
8770,8,Ifit3-high B cells
8771,0,CD4 T cells
8772,1,Mature B cells
8773,"15,0",cDC2s
8774,1,Mature B cells
8775,4,Mature B cells
8776,2,CD8 T cells
8777,"12,0",NKT cells
8778,3,Transitional B cells
8779,2,CD8 T cells
8780,4,Mature B cells
8781,3,Transitional B cells
8782,0,CD4 T cells
8783,0,CD4 T cells
8784,1,Mature B cells
8785,3,Transitional B cells
8786,5,Mature B cells
8787,22,GD T cells
8788,0,CD4 T cells
8789,1,Mature B cells
8790,2,CD8 T cells
8791,0,CD4 T cells
8792,13,B1 B cells
8793,1,Mature B cells
8794,11,MZ B cells
8795,4,Mature B cells
8796,14,Ifit3-high CD4 T cells
8797,0,CD4 T cells
8798,5,Mature B cells
8799,8,Ifit3-high B cells
8800,2,CD8 T cells
8801,"20,0",Ly6-high monocytes
8802,"15,1",cDC1s
8803,0,CD4 T cells
8804,0,CD4 T cells
8805,2,CD8 T cells
8806,5,Mature B cells
8807,8,Ifit3-high B cells
8808,0,CD4 T cells
8809,"10,0",Tregs
8810,29,Low quality T cells
8811,"10,0",Tregs
8812,11,MZ B cells
8813,3,Transitional B cells
8814,5,Mature B cells
8815,1,Mature B cells
8816,8,Ifit3-high B cells
8817,0,CD4 T cells
8818,2,CD8 T cells
8819,0,CD4 T cells
8820,"20,0",Ly6-high monocytes
8821,19,Cycling B/T cells
8822,1,Mature B cells
8823,6,CD122+ CD8 T cells
8824,19,Cycling B/T cells
8825,0,CD4 T cells
8826,"20,1",Ly6-low monocytes
8827,2,CD8 T cells
8828,0,CD4 T cells
8829,14,Ifit3-high CD4 T cells
8830,7,Mature B cells
8831,"12,0",NKT cells
8832,1,Mature B cells
8833,23,T doublets
8834,22,GD T cells
8835,28,pDCs
8836,"12,0",NKT cells
8837,11,MZ B cells
8838,1,Mature B cells
8839,5,Mature B cells
8840,25,B-CD4 T cell doublets
8841,"24,0",B-CD8 T cell doublets
8842,1,Mature B cells
8843,4,Mature B cells
8844,27,Activated CD4 T cells
8845,"15,1",cDC1s
8846,11,MZ B cells
8847,3,Transitional B cells
8848,3,Transitional B cells
8849,14,Ifit3-high CD4 T cells
8850,21,B doublets
8851,4,Mature B cells
8852,3,Transitional B cells
8853,13,B1 B cells
8854,9,Mature B cells
8855,0,CD4 T cells
8856,0,CD4 T cells
8857,14,Ifit3-high CD4 T cells
8858,1,Mature B cells
8859,3,Transitional B cells
8860,"10,0",Tregs
8861,3,Transitional B cells
8862,8,Ifit3-high B cells
8863,7,Mature B cells
8864,8,Ifit3-high B cells
8865,1,Mature B cells
8866,9,Mature B cells
8867,6,CD122+ CD8 T cells
8868,3,Transitional B cells
8869,4,Mature B cells
8870,14,Ifit3-high CD4 T cells
8871,9,Mature B cells
8872,2,CD8 T cells
8873,0,CD4 T cells
8874,6,CD122+ CD8 T cells
8875,18,Ifit3-high CD8 T cells
8876,13,B1 B cells
8877,2,CD8 T cells
8878,5,Mature B cells
8879,0,CD4 T cells
8880,"24,0",B-CD8 T cell doublets
8881,1,Mature B cells
8882,14,Ifit3-high CD4 T cells
8883,0,CD4 T cells
8884,"12,1",NK cells
8885,8,Ifit3-high B cells
8886,0,CD4 T cells
8887,0,CD4 T cells
8888,1,Mature B cells
8889,1,Mature B cells
8890,"12,0",NKT cells
8891,0,CD4 T cells
8892,3,Transitional B cells
8893,5,Mature B cells
8894,1,Mature B cells
8895,0,CD4 T cells
8896,1,Mature B cells
8897,7,Mature B cells
8898,23,T doublets
8899,3,Transitional B cells
8900,22,GD T cells
8901,3,Transitional B cells
8902,4,Mature B cells
8903,3,Transitional B cells
8904,"12,1",NK cells
8905,11,MZ B cells
8906,5,Mature B cells
8907,"16,1",MZ/Marco-high macrophages
8908,0,CD4 T cells
8909,26,Neutrophils
8910,11,MZ B cells
8911,18,Ifit3-high CD8 T cells
8912,6,CD122+ CD8 T cells
8913,11,MZ B cells
8914,3,Transitional B cells
8915,17,Low quality B cells
8916,19,Cycling B/T cells
8917,13,B1 B cells
8918,0,CD4 T cells
8919,7,Mature B cells
8920,3,Transitional B cells
8921,1,Mature B cells
8922,1,Mature B cells
8923,4,Mature B cells
8924,13,B1 B cells
8925,5,Mature B cells
8926,6,CD122+ CD8 T cells
8927,4,Mature B cells
8928,1,Mature B cells
8929,4,Mature B cells
8930,2,CD8 T cells
8931,3,Transitional B cells
8932,3,Transitional B cells
8933,"20,1",Ly6-low monocytes
8934,9,Mature B cells
8935,"16,1",MZ/Marco-high macrophages
8936,3,Transitional B cells
8937,5,Mature B cells
8938,0,CD4 T cells
8939,7,Mature B cells
8940,13,B1 B cells
8941,0,CD4 T cells
8942,28,pDCs
8943,4,Mature B cells
8944,2,CD8 T cells
8945,4,Mature B cells
8946,2,CD8 T cells
8947,1,Mature B cells
8948,0,CD4 T cells
8949,1,Mature B cells
8950,0,CD4 T cells
8951,4,Mature B cells
8952,2,CD8 T cells
8953,0,CD4 T cells
8954,22,GD T cells
8955,14,Ifit3-high CD4 T cells
8956,14,Ifit3-high CD4 T cells
8957,1,Mature B cells
8958,1,Mature B cells
8959,2,CD8 T cells
8960,0,CD4 T cells
8961,23,T doublets
8962,"12,1",NK cells
8963,5,Mature B cells
8964,0,CD4 T cells
8965,4,Mature B cells
8966,1,Mature B cells
8967,"10,0",Tregs
8968,0,CD4 T cells
8969,0,CD4 T cells
8970,0,CD4 T cells
8971,0,CD4 T cells
8972,6,CD122+ CD8 T cells
8973,1,Mature B cells
8974,5,Mature B cells
8975,7,Mature B cells
8976,1,Mature B cells
8977,0,CD4 T cells
8978,11,MZ B cells
8979,3,Transitional B cells
8980,5,Mature B cells
8981,0,CD4 T cells
8982,8,Ifit3-high B cells
8983,13,B1 B cells
8984,0,CD4 T cells
8985,0,CD4 T cells
8986,2,CD8 T cells
8987,3,Transitional B cells
8988,1,Mature B cells
8989,0,CD4 T cells
8990,2,CD8 T cells
8991,11,MZ B cells
8992,5,Mature B cells
8993,0,CD4 T cells
8994,6,CD122+ CD8 T cells
8995,"16,0",B-macrophage doublets
8996,"12,0",NKT cells
8997,23,T doublets
8998,8,Ifit3-high B cells
8999,2,CD8 T cells
9000,1,Mature B cells
9001,2,CD8 T cells
9002,5,Mature B cells
9003,"16,0",B-macrophage doublets
9004,"15,0",cDC2s
9005,9,Mature B cells
9006,6,CD122+ CD8 T cells
9007,5,Mature B cells
9008,19,Cycling B/T cells
9009,4,Mature B cells
9010,1,Mature B cells
9011,5,Mature B cells
9012,0,CD4 T cells
9013,"16,2",Red-pulp macrophages
9014,14,Ifit3-high CD4 T cells
9015,3,Transitional B cells
9016,4,Mature B cells
9017,28,pDCs
9018,0,CD4 T cells
9019,8,Ifit3-high B cells
9020,0,CD4 T cells
9021,"16,0",B-macrophage doublets
9022,"10,1",ICOS-high Tregs
9023,5,Mature B cells
9024,4,Mature B cells
9025,0,CD4 T cells
9026,4,Mature B cells
9027,0,CD4 T cells
9028,3,Transitional B cells
9029,1,Mature B cells
9030,3,Transitional B cells
9031,"12,0",NKT cells
9032,4,Mature B cells
9033,2,CD8 T cells
9034,7,Mature B cells
9035,14,Ifit3-high CD4 T cells
9036,2,CD8 T cells
9037,1,Mature B cells
9038,6,CD122+ CD8 T cells
9039,1,Mature B cells
9040,7,Mature B cells
9041,9,Mature B cells
9042,0,CD4 T cells
9043,3,Transitional B cells
9044,1,Mature B cells
9045,3,Transitional B cells
9046,7,Mature B cells
9047,5,Mature B cells
9048,2,CD8 T cells
9049,8,Ifit3-high B cells
9050,8,Ifit3-high B cells
9051,0,CD4 T cells
9052,3,Transitional B cells
9053,4,Mature B cells
9054,2,CD8 T cells
9055,0,CD4 T cells
9056,4,Mature B cells
9057,23,T doublets
9058,"20,0",Ly6-high monocytes
9059,6,CD122+ CD8 T cells
9060,0,CD4 T cells
9061,19,Cycling B/T cells
9062,8,Ifit3-high B cells
9063,2,CD8 T cells
9064,5,Mature B cells
9065,"16,0",B-macrophage doublets
9066,13,B1 B cells
9067,6,CD122+ CD8 T cells
9068,3,Transitional B cells
9069,7,Mature B cells
9070,1,Mature B cells
9071,"16,1",MZ/Marco-high macrophages
9072,9,Mature B cells
9073,8,Ifit3-high B cells
9074,"10,0",Tregs
9075,0,CD4 T cells
9076,3,Transitional B cells
9077,"10,1",ICOS-high Tregs
9078,5,Mature B cells
9079,5,Mature B cells
9080,1,Mature B cells
9081,8,Ifit3-high B cells
9082,1,Mature B cells
9083,0,CD4 T cells
9084,9,Mature B cells
9085,"24,0",B-CD8 T cell doublets
9086,2,CD8 T cells
9087,28,pDCs
9088,11,MZ B cells
9089,13,B1 B cells
9090,6,CD122+ CD8 T cells
9091,8,Ifit3-high B cells
9092,4,Mature B cells
9093,7,Mature B cells
9094,2,CD8 T cells
9095,"12,0",NKT cells
9096,2,CD8 T cells
9097,0,CD4 T cells
9098,2,CD8 T cells
9099,4,Mature B cells
9100,6,CD122+ CD8 T cells
9101,"10,1",ICOS-high Tregs
9102,2,CD8 T cells
9103,"10,1",ICOS-high Tregs
9104,11,MZ B cells
9105,11,MZ B cells
9106,0,CD4 T cells
9107,3,Transitional B cells
9108,0,CD4 T cells
9109,7,Mature B cells
9110,8,Ifit3-high B cells
9111,19,Cycling B/T cells
9112,11,MZ B cells
9113,5,Mature B cells
9114,1,Mature B cells
9115,4,Mature B cells
9116,8,Ifit3-high B cells
9117,0,CD4 T cells
9118,2,CD8 T cells
9119,2,CD8 T cells
9120,1,Mature B cells
9121,23,T doublets
9122,4,Mature B cells
9123,5,Mature B cells
9124,6,CD122+ CD8 T cells
9125,0,CD4 T cells
9126,1,Mature B cells
9127,9,Mature B cells
9128,27,Activated CD4 T cells
9129,7,Mature B cells
9130,2,CD8 T cells
9131,4,Mature B cells
9132,6,CD122+ CD8 T cells
9133,1,Mature B cells
9134,1,Mature B cells
9135,"12,0",NKT cells
9136,8,Ifit3-high B cells
9137,9,Mature B cells
9138,28,pDCs
9139,"20,0",Ly6-high monocytes
9140,"12,0",NKT cells
9141,"10,1",ICOS-high Tregs
9142,0,CD4 T cells
9143,0,CD4 T cells
9144,0,CD4 T cells
9145,"24,0",B-CD8 T cell doublets
9146,5,Mature B cells
9147,3,Transitional B cells
9148,2,CD8 T cells
9149,21,B doublets
9150,0,CD4 T cells
9151,6,CD122+ CD8 T cells
9152,1,Mature B cells
9153,"10,2",Tregs
9154,0,CD4 T cells
9155,1,Mature B cells
9156,1,Mature B cells
9157,3,Transitional B cells
9158,0,CD4 T cells
9159,4,Mature B cells
9160,3,Transitional B cells
9161,5,Mature B cells
9162,8,Ifit3-high B cells
9163,"16,2",Red-pulp macrophages
9164,4,Mature B cells
9165,3,Transitional B cells
9166,0,CD4 T cells
9167,13,B1 B cells
9168,3,Transitional B cells
9169,28,pDCs
9170,"12,1",NK cells
9171,"12,0",NKT cells
9172,0,CD4 T cells
9173,0,CD4 T cells
9174,11,MZ B cells
9175,7,Mature B cells
9176,0,CD4 T cells
9177,4,Mature B cells
9178,13,B1 B cells
9179,9,Mature B cells
9180,3,Transitional B cells
9181,25,B-CD4 T cell doublets
9182,25,B-CD4 T cell doublets
9183,2,CD8 T cells
9184,8,Ifit3-high B cells
9185,5,Mature B cells
9186,3,Transitional B cells
9187,13,B1 B cells
9188,7,Mature B cells
9189,7,Mature B cells
9190,4,Mature B cells
9191,14,Ifit3-high CD4 T cells
9192,8,Ifit3-high B cells
9193,6,CD122+ CD8 T cells
9194,13,B1 B cells
9195,"16,0",B-macrophage doublets
9196,0,CD4 T cells
9197,1,Mature B cells
9198,3,Transitional B cells
9199,1,Mature B cells
9200,5,Mature B cells
9201,1,Mature B cells
9202,"15,0",cDC2s
9203,6,CD122+ CD8 T cells
9204,4,Mature B cells
9205,4,Mature B cells
9206,1,Mature B cells
9207,1,Mature B cells
9208,2,CD8 T cells
9209,8,Ifit3-high B cells
9210,6,CD122+ CD8 T cells
9211,11,MZ B cells
9212,21,B doublets
9213,2,CD8 T cells
9214,9,Mature B cells
9215,11,MZ B cells
9216,18,Ifit3-high CD8 T cells
9217,9,Mature B cells
9218,0,CD4 T cells
9219,6,CD122+ CD8 T cells
9220,"16,0",B-macrophage doublets
9221,6,CD122+ CD8 T cells
9222,3,Transitional B cells
9223,3,Transitional B cells
9224,2,CD8 T cells
9225,1,Mature B cells
9226,0,CD4 T cells
9227,"24,0",B-CD8 T cell doublets
9228,3,Transitional B cells
9229,8,Ifit3-high B cells
9230,4,Mature B cells
9231,6,CD122+ CD8 T cells
9232,0,CD4 T cells
9233,0,CD4 T cells
9234,2,CD8 T cells
9235,"10,1",ICOS-high Tregs
9236,"10,1",ICOS-high Tregs
9237,21,B doublets
9238,1,Mature B cells
9239,4,Mature B cells
9240,0,CD4 T cells
9241,3,Transitional B cells
9242,14,Ifit3-high CD4 T cells
9243,14,Ifit3-high CD4 T cells
9244,1,Mature B cells
9245,0,CD4 T cells
9246,"20,1",Ly6-low monocytes
9247,0,CD4 T cells
9248,1,Mature B cells
9249,0,CD4 T cells
9250,2,CD8 T cells
9251,0,CD4 T cells
9252,"12,1",NK cells
9253,14,Ifit3-high CD4 T cells
9254,8,Ifit3-high B cells
9255,25,B-CD4 T cell doublets
9256,1,Mature B cells
9257,"15,1",cDC1s
9258,0,CD4 T cells
9259,14,Ifit3-high CD4 T cells
9260,5,Mature B cells
9261,11,MZ B cells
9262,0,CD4 T cells
9263,0,CD4 T cells
9264,17,Low quality B cells
9265,3,Transitional B cells
9266,4,Mature B cells
9267,7,Mature B cells
9268,1,Mature B cells
9269,25,B-CD4 T cell doublets
9270,5,Mature B cells
9271,"10,1",ICOS-high Tregs
9272,5,Mature B cells
9273,1,Mature B cells
9274,2,CD8 T cells
9275,0,CD4 T cells
9276,18,Ifit3-high CD8 T cells
9277,0,CD4 T cells
9278,"15,1",cDC1s
9279,0,CD4 T cells
9280,1,Mature B cells
9281,23,T doublets
9282,1,Mature B cells
9283,7,Mature B cells
9284,2,CD8 T cells
9285,0,CD4 T cells
9286,8,Ifit3-high B cells
9287,1,Mature B cells
9288,0,CD4 T cells
9289,1,Mature B cells
9290,13,B1 B cells
9291,17,Low quality B cells
9292,25,B-CD4 T cell doublets
9293,0,CD4 T cells
9294,3,Transitional B cells
9295,1,Mature B cells
9296,4,Mature B cells
9297,11,MZ B cells
9298,1,Mature B cells
9299,27,Activated CD4 T cells
9300,1,Mature B cells
9301,1,Mature B cells
9302,0,CD4 T cells
9303,"12,1",NK cells
9304,28,pDCs
9305,1,Mature B cells
9306,2,CD8 T cells
9307,2,CD8 T cells
9308,3,Transitional B cells
9309,9,Mature B cells
9310,0,CD4 T cells
9311,0,CD4 T cells
9312,0,CD4 T cells
9313,7,Mature B cells
9314,9,Mature B cells
9315,13,B1 B cells
9316,0,CD4 T cells
9317,"12,1",NK cells
9318,13,B1 B cells
9319,0,CD4 T cells
9320,19,Cycling B/T cells
9321,6,CD122+ CD8 T cells
9322,0,CD4 T cells
9323,0,CD4 T cells
9324,4,Mature B cells
9325,19,Cycling B/T cells
9326,27,Activated CD4 T cells
9327,0,CD4 T cells
9328,"15,0",cDC2s
9329,2,CD8 T cells
9330,3,Transitional B cells
9331,4,Mature B cells
9332,1,Mature B cells
9333,1,Mature B cells
9334,2,CD8 T cells
9335,2,CD8 T cells
9336,5,Mature B cells
9337,5,Mature B cells
9338,4,Mature B cells
9339,4,Mature B cells
9340,0,CD4 T cells
9341,1,Mature B cells
9342,0,CD4 T cells
9343,0,CD4 T cells
9344,5,Mature B cells
9345,2,CD8 T cells
9346,"12,1",NK cells
9347,7,Mature B cells
9348,17,Low quality B cells
9349,5,Mature B cells
9350,1,Mature B cells
9351,1,Mature B cells
9352,8,Ifit3-high B cells
9353,4,Mature B cells
9354,1,Mature B cells
9355,2,CD8 T cells
9356,0,CD4 T cells
9357,4,Mature B cells
9358,18,Ifit3-high CD8 T cells
9359,9,Mature B cells
9360,11,MZ B cells
9361,17,Low quality B cells
9362,0,CD4 T cells
9363,25,B-CD4 T cell doublets
9364,1,Mature B cells
9365,9,Mature B cells
9366,"16,2",Red-pulp macrophages
9367,18,Ifit3-high CD8 T cells
9368,18,Ifit3-high CD8 T cells
9369,3,Transitional B cells
9370,2,CD8 T cells
9371,"12,1",NK cells
9372,"12,1",NK cells
9373,1,Mature B cells
9374,3,Transitional B cells
9375,1,Mature B cells
